Date,Asset_Code,Price_Type,Price,Proxy_Level,Proxy_Name
1927-12-30,SPX-UCITS,NTR,1.933404214,2,
1928-01-03,SPX-UCITS,NTR,1.944979175,2,
1928-01-04,SPX-UCITS,NTR,1.940756288,2,
1928-01-05,SPX-UCITS,NTR,1.922294648,2,
1928-01-06,SPX-UCITS,NTR,1.934499076,2,
1928-01-09,SPX-UCITS,NTR,1.917443011,2,
1928-01-10,SPX-UCITS,NTR,1.903354612,2,
1928-01-11,SPX-UCITS,NTR,1.901317391,2,
1928-01-12,SPX-UCITS,NTR,1.91462187,2,
1928-01-13,SPX-UCITS,NTR,1.926832537,2,
1928-01-16,SPX-UCITS,NTR,1.895516148,2,
1928-01-17,SPX-UCITS,NTR,1.896766142,2,
1928-01-18,SPX-UCITS,NTR,1.892534343,2,
1928-01-19,SPX-UCITS,NTR,1.905845616,2,
1928-01-20,SPX-UCITS,NTR,1.91696588,2,
1928-01-23,SPX-UCITS,NTR,1.934978754,2,
1928-01-24,SPX-UCITS,NTR,1.942814126,2,
1928-01-25,SPX-UCITS,NTR,1.922128356,2,
1928-01-26,SPX-UCITS,NTR,1.934352358,2,
1928-01-27,SPX-UCITS,NTR,1.941092354,2,
1928-01-30,SPX-UCITS,NTR,1.919618853,2,
1928-01-31,SPX-UCITS,NTR,1.928554911,2,
1928-02-01,SPX-UCITS,NTR,1.924320712,2,
1928-02-02,SPX-UCITS,NTR,1.935454034,2,
1928-02-03,SPX-UCITS,NTR,1.910361132,2,
1928-02-06,SPX-UCITS,NTR,1.916315345,2,
1928-02-07,SPX-UCITS,NTR,1.915372542,2,
1928-02-08,SPX-UCITS,NTR,1.921019159,2,
1928-02-09,SPX-UCITS,NTR,1.92776503,2,
1928-02-10,SPX-UCITS,NTR,1.926822889,2,
1928-02-14,SPX-UCITS,NTR,1.916462479,2,
1928-02-15,SPX-UCITS,NTR,1.912222308,2,
1928-02-16,SPX-UCITS,NTR,1.906882456,2,
1928-02-17,SPX-UCITS,NTR,1.872965965,2,
1928-02-20,SPX-UCITS,NTR,1.863529113,2,
1928-02-21,SPX-UCITS,NTR,1.881271041,2,
1928-02-23,SPX-UCITS,NTR,1.883775134,2,
1928-02-24,SPX-UCITS,NTR,1.889426336,2,
1928-02-27,SPX-UCITS,NTR,1.882187435,2,
1928-02-28,SPX-UCITS,NTR,1.887840296,2,
1928-02-29,SPX-UCITS,NTR,1.89899476,2,
1928-03-01,SPX-UCITS,NTR,1.903549643,2,
1928-03-02,SPX-UCITS,NTR,1.903703981,2,
1928-03-05,SPX-UCITS,NTR,1.933878018,2,
1928-03-06,SPX-UCITS,NTR,1.945041519,2,
1928-03-07,SPX-UCITS,NTR,1.935292387,2,
1928-03-08,SPX-UCITS,NTR,1.942054392,2,
1928-03-09,SPX-UCITS,NTR,1.974139049,2,
1928-03-12,SPX-UCITS,NTR,1.982326411,2,
1928-03-13,SPX-UCITS,NTR,1.973676796,2,
1928-03-14,SPX-UCITS,NTR,1.974938202,2,
1928-03-15,SPX-UCITS,NTR,1.990518927,2,
1928-03-16,SPX-UCITS,NTR,2.011609956,2,
1928-03-19,SPX-UCITS,NTR,2.023115736,2,
1928-03-20,SPX-UCITS,NTR,2.034298916,2,
1928-03-21,SPX-UCITS,NTR,2.055401926,2,
1928-03-22,SPX-UCITS,NTR,2.050058115,2,
1928-03-23,SPX-UCITS,NTR,2.070063603,2,
1928-03-26,SPX-UCITS,NTR,2.100328415,2,
1928-03-27,SPX-UCITS,NTR,2.088370826,2,
1928-03-28,SPX-UCITS,NTR,2.083027026,2,
1928-03-29,SPX-UCITS,NTR,2.089812201,2,
1928-03-30,SPX-UCITS,NTR,2.126374148,2,
1928-04-02,SPX-UCITS,NTR,2.086156866,2,
1928-04-03,SPX-UCITS,NTR,2.098484945,2,
1928-04-04,SPX-UCITS,NTR,2.095369018,2,
1928-04-05,SPX-UCITS,NTR,2.122044472,2,
1928-04-09,SPX-UCITS,NTR,2.127243155,2,
1928-04-10,SPX-UCITS,NTR,2.108673254,2,
1928-04-11,SPX-UCITS,NTR,2.146404773,2,
1928-04-12,SPX-UCITS,NTR,2.143290835,2,
1928-04-13,SPX-UCITS,NTR,2.178824,2,
1928-04-16,SPX-UCITS,NTR,2.173906635,2,
1928-04-17,SPX-UCITS,NTR,2.156433555,2,
1928-04-18,SPX-UCITS,NTR,2.156632897,2,
1928-04-19,SPX-UCITS,NTR,2.168985415,2,
1928-04-20,SPX-UCITS,NTR,2.137142832,2,
1928-04-23,SPX-UCITS,NTR,2.116739794,2,
1928-04-24,SPX-UCITS,NTR,2.127988939,2,
1928-04-25,SPX-UCITS,NTR,2.137029242,2,
1928-04-26,SPX-UCITS,NTR,2.152704499,2,
1928-04-27,SPX-UCITS,NTR,2.176122189,2,
1928-04-30,SPX-UCITS,NTR,2.184465949,2,
1928-05-01,SPX-UCITS,NTR,2.187986059,2,
1928-05-02,SPX-UCITS,NTR,2.193719122,2,
1928-05-03,SPX-UCITS,NTR,2.204984539,2,
1928-05-04,SPX-UCITS,NTR,2.23948567,2,
1928-05-07,SPX-UCITS,NTR,2.258916639,2,
1928-05-08,SPX-UCITS,NTR,2.243630682,2,
1928-05-09,SPX-UCITS,NTR,2.240517467,2,
1928-05-10,SPX-UCITS,NTR,2.237403657,2,
1928-05-11,SPX-UCITS,NTR,2.254216647,2,
1928-05-14,SPX-UCITS,NTR,2.263699225,2,
1928-05-15,SPX-UCITS,NTR,2.258371058,2,
1928-05-16,SPX-UCITS,NTR,2.220921846,2,
1928-05-17,SPX-UCITS,NTR,2.228880992,2,
1928-05-18,SPX-UCITS,NTR,2.206931157,2,
1928-05-21,SPX-UCITS,NTR,2.175414171,2,
1928-05-22,SPX-UCITS,NTR,2.145693626,2,
1928-05-23,SPX-UCITS,NTR,2.189116176,2,
1928-05-24,SPX-UCITS,NTR,2.202619498,2,
1928-05-25,SPX-UCITS,NTR,2.206148656,2,
1928-05-28,SPX-UCITS,NTR,2.170176095,2,
1928-05-29,SPX-UCITS,NTR,2.198099959,2,
1928-05-31,SPX-UCITS,NTR,2.21846891,2,
1928-06-01,SPX-UCITS,NTR,2.226438628,2,
1928-06-04,SPX-UCITS,NTR,2.197103981,2,
1928-06-05,SPX-UCITS,NTR,2.202855325,2,
1928-06-06,SPX-UCITS,NTR,2.181973694,2,
1928-06-07,SPX-UCITS,NTR,2.176626125,2,
1928-06-08,SPX-UCITS,NTR,2.150188361,2,
1928-06-11,SPX-UCITS,NTR,2.07419044,2,
1928-06-12,SPX-UCITS,NTR,2.036629249,2,
1928-06-13,SPX-UCITS,NTR,2.097894184,2,
1928-06-14,SPX-UCITS,NTR,2.115857468,2,
1928-06-15,SPX-UCITS,NTR,2.081621783,2,
1928-06-18,SPX-UCITS,NTR,2.044432179,2,
1928-06-19,SPX-UCITS,NTR,2.037954542,2,
1928-06-20,SPX-UCITS,NTR,2.063700704,2,
1928-06-21,SPX-UCITS,NTR,2.062780165,2,
1928-06-22,SPX-UCITS,NTR,2.060748027,2,
1928-06-25,SPX-UCITS,NTR,2.053538917,2,
1928-06-26,SPX-UCITS,NTR,2.077077051,2,
1928-06-27,SPX-UCITS,NTR,2.097283719,2,
1928-06-28,SPX-UCITS,NTR,2.120830169,2,
1928-06-29,SPX-UCITS,NTR,2.128811124,2,
1928-07-02,SPX-UCITS,NTR,2.111530625,2,
1928-07-03,SPX-UCITS,NTR,2.146188557,2,
1928-07-05,SPX-UCITS,NTR,2.167674065,2,
1928-07-06,SPX-UCITS,NTR,2.157834014,2,
1928-07-09,SPX-UCITS,NTR,2.166146257,2,
1928-07-10,SPX-UCITS,NTR,2.162981621,2,
1928-07-11,SPX-UCITS,NTR,2.109721672,2,
1928-07-12,SPX-UCITS,NTR,2.094305533,2,
1928-07-13,SPX-UCITS,NTR,2.111175485,2,
1928-07-16,SPX-UCITS,NTR,2.082735703,2,
1928-07-17,SPX-UCITS,NTR,2.094041345,2,
1928-07-18,SPX-UCITS,NTR,2.119828866,2,
1928-07-19,SPX-UCITS,NTR,2.115544114,2,
1928-07-20,SPX-UCITS,NTR,2.120170901,2,
1928-07-23,SPX-UCITS,NTR,2.130711097,2,
1928-07-24,SPX-UCITS,NTR,2.12753982,2,
1928-07-25,SPX-UCITS,NTR,2.139970718,2,
1928-07-26,SPX-UCITS,NTR,2.144601625,2,
1928-07-27,SPX-UCITS,NTR,2.164838474,2,
1928-07-30,SPX-UCITS,NTR,2.170936133,2,
1928-07-31,SPX-UCITS,NTR,2.166651202,2,
1928-08-01,SPX-UCITS,NTR,2.165710883,2,
1928-08-02,SPX-UCITS,NTR,2.15584883,2,
1928-08-03,SPX-UCITS,NTR,2.159368606,2,
1928-08-06,SPX-UCITS,NTR,2.184429485,2,
1928-08-07,SPX-UCITS,NTR,2.174564918,2,
1928-08-08,SPX-UCITS,NTR,2.147962736,2,
1928-08-09,SPX-UCITS,NTR,2.15371514,2,
1928-08-10,SPX-UCITS,NTR,2.148309311,2,
1928-08-13,SPX-UCITS,NTR,2.153293254,2,
1928-08-14,SPX-UCITS,NTR,2.135606574,2,
1928-08-15,SPX-UCITS,NTR,2.173735273,2,
1928-08-16,SPX-UCITS,NTR,2.189540983,2,
1928-08-17,SPX-UCITS,NTR,2.193067246,2,
1928-08-20,SPX-UCITS,NTR,2.208114231,2,
1928-08-21,SPX-UCITS,NTR,2.236214901,2,
1928-08-22,SPX-UCITS,NTR,2.234161319,2,
1928-08-23,SPX-UCITS,NTR,2.236575714,2,
1928-08-24,SPX-UCITS,NTR,2.272505604,2,
1928-08-27,SPX-UCITS,NTR,2.277524623,2,
1928-08-28,SPX-UCITS,NTR,2.295588823,2,
1928-08-29,SPX-UCITS,NTR,2.300244487,2,
1928-08-30,SPX-UCITS,NTR,2.303783178,2,
1928-08-31,SPX-UCITS,NTR,2.333031795,2,
1928-09-04,SPX-UCITS,NTR,2.344963512,2,
1928-09-05,SPX-UCITS,NTR,2.356335152,2,
1928-09-06,SPX-UCITS,NTR,2.341986866,2,
1928-09-07,SPX-UCITS,NTR,2.358952208,2,
1928-09-10,SPX-UCITS,NTR,2.340508323,2,
1928-09-11,SPX-UCITS,NTR,2.358597773,2,
1928-09-12,SPX-UCITS,NTR,2.367739081,2,
1928-09-13,SPX-UCITS,NTR,2.365692152,2,
1928-09-14,SPX-UCITS,NTR,2.365882996,2,
1928-09-17,SPX-UCITS,NTR,2.387719425,2,
1928-09-18,SPX-UCITS,NTR,2.37112077,2,
1928-09-19,SPX-UCITS,NTR,2.371312053,2,
1928-09-20,SPX-UCITS,NTR,2.375981749,2,
1928-09-21,SPX-UCITS,NTR,2.391849081,2,
1928-09-24,SPX-UCITS,NTR,2.400266402,2,
1928-09-25,SPX-UCITS,NTR,2.398219936,2,
1928-09-26,SPX-UCITS,NTR,2.397293265,2,
1928-09-27,SPX-UCITS,NTR,2.367240435,2,
1928-09-28,SPX-UCITS,NTR,2.368551726,2,
1928-10-01,SPX-UCITS,NTR,2.39383206,2,
1928-10-02,SPX-UCITS,NTR,2.382837647,2,
1928-10-03,SPX-UCITS,NTR,2.375203681,2,
1928-10-04,SPX-UCITS,NTR,2.383261047,2,
1928-10-05,SPX-UCITS,NTR,2.378988746,2,
1928-10-08,SPX-UCITS,NTR,2.367290613,2,
1928-10-09,SPX-UCITS,NTR,2.375350772,2,
1928-10-10,SPX-UCITS,NTR,2.401356446,2,
1928-10-11,SPX-UCITS,NTR,2.412785831,2,
1928-10-15,SPX-UCITS,NTR,2.429347091,2,
1928-10-16,SPX-UCITS,NTR,2.437417615,2,
1928-10-17,SPX-UCITS,NTR,2.445489551,2,
1928-10-18,SPX-UCITS,NTR,2.451318301,2,
1928-10-19,SPX-UCITS,NTR,2.465004856,2,
1928-10-22,SPX-UCITS,NTR,2.448824359,2,
1928-10-23,SPX-UCITS,NTR,2.464761095,2,
1928-10-24,SPX-UCITS,NTR,2.469471655,2,
1928-10-25,SPX-UCITS,NTR,2.46070706,2,
1928-10-26,SPX-UCITS,NTR,2.431725127,2,
1928-10-29,SPX-UCITS,NTR,2.471685179,2,
1928-10-30,SPX-UCITS,NTR,2.444940923,2,
1928-10-31,SPX-UCITS,NTR,2.436169377,2,
1928-11-01,SPX-UCITS,NTR,2.471220329,2,
1928-11-02,SPX-UCITS,NTR,2.4669447,2,
1928-11-05,SPX-UCITS,NTR,2.500195076,2,
1928-11-06,SPX-UCITS,NTR,2.52964609,2,
1928-11-08,SPX-UCITS,NTR,2.517728395,2,
1928-11-09,SPX-UCITS,NTR,2.535943875,2,
1928-11-12,SPX-UCITS,NTR,2.569232774,2,
1928-11-13,SPX-UCITS,NTR,2.577335204,2,
1928-11-14,SPX-UCITS,NTR,2.577564173,2,
1928-11-15,SPX-UCITS,NTR,2.591294153,2,
1928-11-16,SPX-UCITS,NTR,2.629780549,2,
1928-11-19,SPX-UCITS,NTR,2.630481433,2,
1928-11-20,SPX-UCITS,NTR,2.653226731,2,
1928-11-21,SPX-UCITS,NTR,2.614063657,2,
1928-11-22,SPX-UCITS,NTR,2.648069321,2,
1928-11-23,SPX-UCITS,NTR,2.66857041,2,
1928-11-26,SPX-UCITS,NTR,2.680541422,2,
1928-11-27,SPX-UCITS,NTR,2.693168616,2,
1928-11-28,SPX-UCITS,NTR,2.724946446,2,
1928-11-30,SPX-UCITS,NTR,2.735568898,2,
1928-12-03,SPX-UCITS,NTR,2.687850915,2,
1928-12-04,SPX-UCITS,NTR,2.694851591,2,
1928-12-05,SPX-UCITS,NTR,2.683820186,2,
1928-12-06,SPX-UCITS,NTR,2.58261224,2,
1928-12-07,SPX-UCITS,NTR,2.520840947,2,
1928-12-10,SPX-UCITS,NTR,2.515875853,2,
1928-12-11,SPX-UCITS,NTR,2.564590021,2,
1928-12-12,SPX-UCITS,NTR,2.540006521,2,
1928-12-13,SPX-UCITS,NTR,2.535720616,2,
1928-12-14,SPX-UCITS,NTR,2.541585836,2,
1928-12-17,SPX-UCITS,NTR,2.532110407,2,
1928-12-18,SPX-UCITS,NTR,2.561673536,2,
1928-12-19,SPX-UCITS,NTR,2.593498848,2,
1928-12-20,SPX-UCITS,NTR,2.603886559,2,
1928-12-21,SPX-UCITS,NTR,2.633463812,2,
1928-12-24,SPX-UCITS,NTR,2.657870237,2,
1928-12-26,SPX-UCITS,NTR,2.647051616,2,
1928-12-27,SPX-UCITS,NTR,2.669872543,2,
1928-12-28,SPX-UCITS,NTR,2.708508915,2,
1928-12-31,SPX-UCITS,NTR,2.751021785,2,
1929-01-02,SPX-UCITS,NTR,2.803437906,2,
1929-01-03,SPX-UCITS,NTR,2.809315019,2,
1929-01-04,SPX-UCITS,NTR,2.808412741,2,
1929-01-07,SPX-UCITS,NTR,2.74128709,2,
1929-01-08,SPX-UCITS,NTR,2.732465929,2,
1929-01-09,SPX-UCITS,NTR,2.7745167,2,
1929-01-10,SPX-UCITS,NTR,2.779264094,2,
1929-01-11,SPX-UCITS,NTR,2.774966627,2,
1929-01-14,SPX-UCITS,NTR,2.781295566,2,
1929-01-15,SPX-UCITS,NTR,2.740802632,2,
1929-01-16,SPX-UCITS,NTR,2.778353159,2,
1929-01-17,SPX-UCITS,NTR,2.793284691,2,
1929-01-18,SPX-UCITS,NTR,2.802561907,2,
1929-01-21,SPX-UCITS,NTR,2.813426498,2,
1929-01-22,SPX-UCITS,NTR,2.837420478,2,
1929-01-23,SPX-UCITS,NTR,2.85462752,2,
1929-01-24,SPX-UCITS,NTR,2.836748724,2,
1929-01-25,SPX-UCITS,NTR,2.884521998,2,
1929-01-28,SPX-UCITS,NTR,2.87050667,2,
1929-01-29,SPX-UCITS,NTR,2.871871757,2,
1929-01-30,SPX-UCITS,NTR,2.882296578,2,
1929-01-31,SPX-UCITS,NTR,2.915373729,2,
1929-02-01,SPX-UCITS,NTR,2.926936342,2,
1929-02-04,SPX-UCITS,NTR,2.904993973,2,
1929-02-05,SPX-UCITS,NTR,2.912027464,2,
1929-02-06,SPX-UCITS,NTR,2.888468791,2,
1929-02-07,SPX-UCITS,NTR,2.80031516,2,
1929-02-08,SPX-UCITS,NTR,2.769943861,2,
1929-02-11,SPX-UCITS,NTR,2.831819317,2,
1929-02-13,SPX-UCITS,NTR,2.828877614,2,
1929-02-14,SPX-UCITS,NTR,2.817768789,2,
1929-02-15,SPX-UCITS,NTR,2.761301701,2,
1929-02-18,SPX-UCITS,NTR,2.766509369,2,
1929-02-19,SPX-UCITS,NTR,2.765599394,2,
1929-02-20,SPX-UCITS,NTR,2.789645442,2,
1929-02-21,SPX-UCITS,NTR,2.820502134,2,
1929-02-25,SPX-UCITS,NTR,2.827089637,2,
1929-02-26,SPX-UCITS,NTR,2.83185854,2,
1929-02-27,SPX-UCITS,NTR,2.866138547,2,
1929-02-28,SPX-UCITS,NTR,2.904964478,2,
1929-03-01,SPX-UCITS,NTR,2.932444694,2,
1929-03-04,SPX-UCITS,NTR,2.894558234,2,
1929-03-05,SPX-UCITS,NTR,2.875488296,2,
1929-03-06,SPX-UCITS,NTR,2.830295081,2,
1929-03-07,SPX-UCITS,NTR,2.856646864,2,
1929-03-08,SPX-UCITS,NTR,2.875051977,2,
1929-03-11,SPX-UCITS,NTR,2.834857626,2,
1929-03-12,SPX-UCITS,NTR,2.837359904,2,
1929-03-13,SPX-UCITS,NTR,2.868270257,2,
1929-03-14,SPX-UCITS,NTR,2.924186348,2,
1929-03-15,SPX-UCITS,NTR,2.964200554,2,
1929-03-18,SPX-UCITS,NTR,2.960375235,2,
1929-03-19,SPX-UCITS,NTR,2.959478402,2,
1929-03-20,SPX-UCITS,NTR,2.958581404,2,
1929-03-21,SPX-UCITS,NTR,2.945176787,2,
1929-03-22,SPX-UCITS,NTR,2.905615892,2,
1929-03-25,SPX-UCITS,NTR,2.788050998,2,
1929-03-26,SPX-UCITS,NTR,2.770076798,2,
1929-03-27,SPX-UCITS,NTR,2.854484425,2,
1929-03-28,SPX-UCITS,NTR,2.904774577,2,
1929-04-01,SPX-UCITS,NTR,2.83189239,2,
1929-04-02,SPX-UCITS,NTR,2.865162564,2,
1929-04-03,SPX-UCITS,NTR,2.830139365,2,
1929-04-04,SPX-UCITS,NTR,2.880491948,2,
1929-04-05,SPX-UCITS,NTR,2.852294863,2,
1929-04-08,SPX-UCITS,NTR,2.828035774,2,
1929-04-09,SPX-UCITS,NTR,2.805518015,2,
1929-04-10,SPX-UCITS,NTR,2.82286334,2,
1929-04-11,SPX-UCITS,NTR,2.855021049,2,
1929-04-12,SPX-UCITS,NTR,2.865538437,2,
1929-04-15,SPX-UCITS,NTR,2.849242428,2,
1929-04-16,SPX-UCITS,NTR,2.856343997,2,
1929-04-17,SPX-UCITS,NTR,2.886242893,2,
1929-04-18,SPX-UCITS,NTR,2.89904867,2,
1929-04-19,SPX-UCITS,NTR,2.897036638,2,
1929-04-22,SPX-UCITS,NTR,2.930903436,2,
1929-04-23,SPX-UCITS,NTR,2.948280812,2,
1929-04-24,SPX-UCITS,NTR,2.937148011,2,
1929-04-25,SPX-UCITS,NTR,2.923731844,2,
1929-04-26,SPX-UCITS,NTR,2.918298386,2,
1929-04-29,SPX-UCITS,NTR,2.913403438,2,
1929-04-30,SPX-UCITS,NTR,2.960460668,2,
1929-05-01,SPX-UCITS,NTR,2.966440697,2,
1929-05-02,SPX-UCITS,NTR,2.98041145,2,
1929-05-03,SPX-UCITS,NTR,3.010365513,2,
1929-05-06,SPX-UCITS,NTR,3.005492419,2,
1929-05-07,SPX-UCITS,NTR,2.977222638,2,
1929-05-08,SPX-UCITS,NTR,2.990059976,2,
1929-05-09,SPX-UCITS,NTR,2.972062522,2,
1929-05-10,SPX-UCITS,NTR,3.008888376,2,
1929-05-13,SPX-UCITS,NTR,2.929759944,2,
1929-05-14,SPX-UCITS,NTR,2.965452988,2,
1929-05-15,SPX-UCITS,NTR,2.953156796,2,
1929-05-16,SPX-UCITS,NTR,2.968287001,2,
1929-05-17,SPX-UCITS,NTR,2.982277003,2,
1929-05-20,SPX-UCITS,NTR,2.903088958,2,
1929-05-21,SPX-UCITS,NTR,2.938802677,2,
1929-05-22,SPX-UCITS,NTR,2.831585062,2,
1929-05-23,SPX-UCITS,NTR,2.894745515,2,
1929-05-24,SPX-UCITS,NTR,2.873282501,2,
1929-05-27,SPX-UCITS,NTR,2.768847642,2,
1929-05-28,SPX-UCITS,NTR,2.813725522,2,
1929-05-29,SPX-UCITS,NTR,2.817418393,2,
1929-05-31,SPX-UCITS,NTR,2.841970876,2,
1929-06-03,SPX-UCITS,NTR,2.893120162,2,
1929-06-04,SPX-UCITS,NTR,2.935748287,2,
1929-06-05,SPX-UCITS,NTR,2.930294732,2,
1929-06-06,SPX-UCITS,NTR,2.936291079,2,
1929-06-07,SPX-UCITS,NTR,2.92396532,2,
1929-06-10,SPX-UCITS,NTR,2.894998254,2,
1929-06-11,SPX-UCITS,NTR,2.913595894,2,
1929-06-12,SPX-UCITS,NTR,2.916156693,2,
1929-06-13,SPX-UCITS,NTR,2.961113931,2,
1929-06-14,SPX-UCITS,NTR,2.971701136,2,
1929-06-17,SPX-UCITS,NTR,3.027535535,2,
1929-06-18,SPX-UCITS,NTR,3.028961763,2,
1929-06-19,SPX-UCITS,NTR,3.017777108,2,
1929-06-20,SPX-UCITS,NTR,3.035254651,2,
1929-06-21,SPX-UCITS,NTR,3.052735391,2,
1929-06-24,SPX-UCITS,NTR,3.053581983,2,
1929-06-25,SPX-UCITS,NTR,3.085983077,2,
1929-06-26,SPX-UCITS,NTR,3.104623638,2,
1929-06-27,SPX-UCITS,NTR,3.110647187,2,
1929-06-28,SPX-UCITS,NTR,3.145357244,2,
1929-07-01,SPX-UCITS,NTR,3.187429253,2,
1929-07-02,SPX-UCITS,NTR,3.22097247,2,
1929-07-03,SPX-UCITS,NTR,3.235006962,2,
1929-07-05,SPX-UCITS,NTR,3.251600626,2,
1929-07-08,SPX-UCITS,NTR,3.258128383,2,
1929-07-09,SPX-UCITS,NTR,3.248055249,2,
1929-07-10,SPX-UCITS,NTR,3.239129,2,
1929-07-11,SPX-UCITS,NTR,3.24628207,2,
1929-07-12,SPX-UCITS,NTR,3.282154267,2,
1929-07-15,SPX-UCITS,NTR,3.269162861,2,
1929-07-16,SPX-UCITS,NTR,3.292408402,2,
1929-07-17,SPX-UCITS,NTR,3.300718286,2,
1929-07-18,SPX-UCITS,NTR,3.294088909,2,
1929-07-19,SPX-UCITS,NTR,3.30584833,2,
1929-07-22,SPX-UCITS,NTR,3.2687162,2,
1929-07-23,SPX-UCITS,NTR,3.314969569,2,
1929-07-24,SPX-UCITS,NTR,3.293390159,2,
1929-07-25,SPX-UCITS,NTR,3.30860489,2,
1929-07-26,SPX-UCITS,NTR,3.296221591,2,
1929-07-29,SPX-UCITS,NTR,3.241813941,2,
1929-07-30,SPX-UCITS,NTR,3.278888113,2,
1929-07-31,SPX-UCITS,NTR,3.322871135,2,
1929-08-01,SPX-UCITS,NTR,3.34615077,2,
1929-08-02,SPX-UCITS,NTR,3.40165291,2,
1929-08-05,SPX-UCITS,NTR,3.400174637,2,
1929-08-06,SPX-UCITS,NTR,3.387787486,2,
1929-08-07,SPX-UCITS,NTR,3.353526763,2,
1929-08-08,SPX-UCITS,NTR,3.392939046,2,
1929-08-09,SPX-UCITS,NTR,3.267718917,2,
1929-08-12,SPX-UCITS,NTR,3.370985788,2,
1929-08-13,SPX-UCITS,NTR,3.401201575,2,
1929-08-14,SPX-UCITS,NTR,3.411841961,2,
1929-08-15,SPX-UCITS,NTR,3.417876556,2,
1929-08-16,SPX-UCITS,NTR,3.48151029,2,
1929-08-19,SPX-UCITS,NTR,3.514610409,2,
1929-08-20,SPX-UCITS,NTR,3.535635902,2,
1929-08-21,SPX-UCITS,NTR,3.52093962,2,
1929-08-22,SPX-UCITS,NTR,3.54888407,2,
1929-08-23,SPX-UCITS,NTR,3.583748644,2,
1929-08-26,SPX-UCITS,NTR,3.582310563,2,
1929-08-27,SPX-UCITS,NTR,3.580293593,2,
1929-08-28,SPX-UCITS,NTR,3.57366398,2,
1929-08-29,SPX-UCITS,NTR,3.608547278,2,
1929-08-30,SPX-UCITS,NTR,3.657275262,2,
1929-09-03,SPX-UCITS,NTR,3.671142276,2,
1929-09-04,SPX-UCITS,NTR,3.659901217,2,
1929-09-05,SPX-UCITS,NTR,3.579429416,2,
1929-09-06,SPX-UCITS,NTR,3.673184901,2,
1929-09-09,SPX-UCITS,NTR,3.655609853,2,
1929-09-10,SPX-UCITS,NTR,3.590110706,2,
1929-09-11,SPX-UCITS,NTR,3.640038513,2,
1929-09-12,SPX-UCITS,NTR,3.598771303,2,
1929-09-13,SPX-UCITS,NTR,3.623307434,2,
1929-09-16,SPX-UCITS,NTR,3.679607771,2,
1929-09-17,SPX-UCITS,NTR,3.649876424,2,
1929-09-18,SPX-UCITS,NTR,3.65941106,2,
1929-09-19,SPX-UCITS,NTR,3.665481857,2,
1929-09-20,SPX-UCITS,NTR,3.626500412,2,
1929-09-23,SPX-UCITS,NTR,3.626222776,2,
1929-09-24,SPX-UCITS,NTR,3.559491434,2,
1929-09-25,SPX-UCITS,NTR,3.56555698,2,
1929-09-26,SPX-UCITS,NTR,3.598206239,2,
1929-09-27,SPX-UCITS,NTR,3.499092164,2,
1929-09-30,SPX-UCITS,NTR,3.487223433,2,
1929-10-01,SPX-UCITS,NTR,3.466720894,2,
1929-10-02,SPX-UCITS,NTR,3.492468454,2,
1929-10-03,SPX-UCITS,NTR,3.348222909,2,
1929-10-04,SPX-UCITS,NTR,3.313823752,2,
1929-10-07,SPX-UCITS,NTR,3.521748639,2,
1929-10-08,SPX-UCITS,NTR,3.510492032,2,
1929-10-09,SPX-UCITS,NTR,3.502704546,2,
1929-10-10,SPX-UCITS,NTR,3.565502029,2,
1929-10-11,SPX-UCITS,NTR,3.560032511,2,
1929-10-14,SPX-UCITS,NTR,3.53667681,2,
1929-10-15,SPX-UCITS,NTR,3.508049297,2,
1929-10-16,SPX-UCITS,NTR,3.385637113,2,
1929-10-17,SPX-UCITS,NTR,3.438042429,2,
1929-10-18,SPX-UCITS,NTR,3.339919567,2,
1929-10-21,SPX-UCITS,NTR,3.212262187,2,
1929-10-22,SPX-UCITS,NTR,3.275101531,2,
1929-10-23,SPX-UCITS,NTR,3.081921688,2,
1929-10-24,SPX-UCITS,NTR,2.983713023,2,
1929-10-25,SPX-UCITS,NTR,3.026850864,2,
1929-10-28,SPX-UCITS,NTR,2.635974728,2,
1929-10-29,SPX-UCITS,NTR,2.368438386,2,
1929-10-30,SPX-UCITS,NTR,2.665428154,2,
1929-10-31,SPX-UCITS,NTR,2.800153711,2,
1929-11-04,SPX-UCITS,NTR,2.653894306,2,
1929-11-06,SPX-UCITS,NTR,2.391064269,2,
1929-11-07,SPX-UCITS,NTR,2.479447909,2,
1929-11-08,SPX-UCITS,NTR,2.457623488,2,
1929-11-11,SPX-UCITS,NTR,2.305112152,2,
1929-11-12,SPX-UCITS,NTR,2.174160001,2,
1929-11-13,SPX-UCITS,NTR,2.050148603,2,
1929-11-14,SPX-UCITS,NTR,2.233752866,2,
1929-11-15,SPX-UCITS,NTR,2.357016697,2,
1929-11-18,SPX-UCITS,NTR,2.333261953,2,
1929-11-19,SPX-UCITS,NTR,2.404314922,2,
1929-11-20,SPX-UCITS,NTR,2.470734293,2,
1929-11-21,SPX-UCITS,NTR,2.510448368,2,
1929-11-22,SPX-UCITS,NTR,2.50137774,2,
1929-11-25,SPX-UCITS,NTR,2.472999143,2,
1929-11-26,SPX-UCITS,NTR,2.401167175,2,
1929-11-27,SPX-UCITS,NTR,2.431598473,2,
1929-12-02,SPX-UCITS,NTR,2.436165576,2,
1929-12-03,SPX-UCITS,NTR,2.51778133,2,
